# Logfile created on 2016-10-23 15:01:28 +0000 by logger.rb/44203
[2016-10-23T15:01:28+00:00] INFO: Started chef-zero at chefzero://localhost:8889 with repository at /opt/gitlab/embedded
  One version per cookbook

[2016-10-23T15:01:28+00:00] INFO: Forking chef instance to converge...
[2016-10-23T15:01:28+00:00] INFO: *** Chef 12.6.0 ***
[2016-10-23T15:01:28+00:00] INFO: Chef-client pid: 33
[2016-10-23T15:01:30+00:00] WARN: unable to detect ipaddress
[2016-10-23T15:01:30+00:00] INFO: HTTP Request Returned 404 Not Found: Object not found: chefzero://localhost:8889/nodes/7ffb0bd9015c
[2016-10-23T15:01:30+00:00] INFO: Setting the run_list to ["recipe[gitlab]"] from CLI options
[2016-10-23T15:01:30+00:00] INFO: Run List is [recipe[gitlab]]
[2016-10-23T15:01:30+00:00] INFO: Run List expands to [gitlab]
[2016-10-23T15:01:30+00:00] INFO: Starting Chef Run for 7ffb0bd9015c
[2016-10-23T15:01:30+00:00] INFO: Running start handlers
[2016-10-23T15:01:30+00:00] INFO: Start handlers complete.
[2016-10-23T15:01:30+00:00] INFO: HTTP Request Returned 404 Not Found: Object not found: 
[2016-10-23T15:01:31+00:00] INFO: Loading cookbooks [gitlab@0.0.1, runit@0.14.2, package@0.0.0]
[2016-10-23T15:01:33+00:00] INFO: directory[/opt/gitlab/sv/redis/log/main] created directory /opt/gitlab/sv/redis/log/main
[2016-10-23T15:01:33+00:00] INFO: directory[/opt/gitlab/sv/redis/log/main] owner changed to 0
[2016-10-23T15:01:33+00:00] INFO: directory[/opt/gitlab/sv/redis/log/main] group changed to 0
[2016-10-23T15:01:33+00:00] INFO: directory[/opt/gitlab/sv/redis/log/main] mode changed to 755
[2016-10-23T15:01:33+00:00] INFO: template[/opt/gitlab/sv/redis/run] created file /opt/gitlab/sv/redis/run
[2016-10-23T15:01:33+00:00] INFO: template[/opt/gitlab/sv/redis/run] updated file contents /opt/gitlab/sv/redis/run
[2016-10-23T15:01:33+00:00] INFO: template[/opt/gitlab/sv/redis/run] owner changed to 0
[2016-10-23T15:01:33+00:00] INFO: template[/opt/gitlab/sv/redis/run] group changed to 0
[2016-10-23T15:01:33+00:00] INFO: template[/opt/gitlab/sv/redis/run] mode changed to 755
[2016-10-23T15:01:33+00:00] INFO: template[/opt/gitlab/sv/redis/log/run] created file /opt/gitlab/sv/redis/log/run
[2016-10-23T15:01:33+00:00] INFO: template[/opt/gitlab/sv/redis/log/run] updated file contents /opt/gitlab/sv/redis/log/run
[2016-10-23T15:01:33+00:00] INFO: template[/opt/gitlab/sv/redis/log/run] owner changed to 0
[2016-10-23T15:01:33+00:00] INFO: template[/opt/gitlab/sv/redis/log/run] group changed to 0
[2016-10-23T15:01:33+00:00] INFO: template[/opt/gitlab/sv/redis/log/run] mode changed to 755
[2016-10-23T15:01:33+00:00] INFO: template[/var/log/gitlab/redis/config] created file /var/log/gitlab/redis/config
[2016-10-23T15:01:33+00:00] INFO: template[/var/log/gitlab/redis/config] updated file contents /var/log/gitlab/redis/config
[2016-10-23T15:01:33+00:00] INFO: template[/var/log/gitlab/redis/config] owner changed to 0
[2016-10-23T15:01:33+00:00] INFO: template[/var/log/gitlab/redis/config] group changed to 0
[2016-10-23T15:01:33+00:00] INFO: link[/opt/gitlab/init/redis] created
[2016-10-23T15:01:33+00:00] INFO: link[/opt/gitlab/service/redis] created
[2016-10-23T15:01:37+00:00] INFO: ruby_block[supervise_redis_sleep] called
[2016-10-23T15:01:37+00:00] INFO: execute[/opt/gitlab/bin/gitlab-ctl start redis] ran successfully
[2016-10-23T15:01:37+00:00] INFO: directory[/var/opt/gitlab/postgresql] created directory /var/opt/gitlab/postgresql
[2016-10-23T15:01:37+00:00] INFO: directory[/var/opt/gitlab/postgresql] owner changed to 996
[2016-10-23T15:01:37+00:00] INFO: directory[/var/opt/gitlab/postgresql] mode changed to 755
[2016-10-23T15:01:37+00:00] INFO: directory[/var/opt/gitlab/postgresql/data] created directory /var/opt/gitlab/postgresql/data
[2016-10-23T15:01:37+00:00] INFO: directory[/var/opt/gitlab/postgresql/data] owner changed to 996
[2016-10-23T15:01:37+00:00] INFO: directory[/var/opt/gitlab/postgresql/data] mode changed to 700
[2016-10-23T15:01:37+00:00] INFO: directory[/var/log/gitlab/postgresql] created directory /var/log/gitlab/postgresql
[2016-10-23T15:01:37+00:00] INFO: directory[/var/log/gitlab/postgresql] owner changed to 996
[2016-10-23T15:01:37+00:00] INFO: directory[/var/log/gitlab/postgresql] mode changed to 700
[2016-10-23T15:01:37+00:00] INFO: file[/var/opt/gitlab/postgresql/.profile] created file /var/opt/gitlab/postgresql/.profile
[2016-10-23T15:01:37+00:00] INFO: file[/var/opt/gitlab/postgresql/.profile] updated file contents /var/opt/gitlab/postgresql/.profile
[2016-10-23T15:01:37+00:00] INFO: file[/var/opt/gitlab/postgresql/.profile] owner changed to 996
[2016-10-23T15:01:37+00:00] INFO: file[/var/opt/gitlab/postgresql/.profile] mode changed to 600
[2016-10-23T15:01:37+00:00] INFO: file[/opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.shmmax.conf] created file /opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.shmmax.conf
[2016-10-23T15:01:37+00:00] INFO: file[/opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.shmmax.conf] updated file contents /opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.shmmax.conf
[2016-10-23T15:01:37+00:00] INFO: file[/opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.shmmax.conf] sending run action to execute[load sysctl conf] (immediate)
[2016-10-23T15:01:37+00:00] INFO: execute[load sysctl conf] ran successfully
[2016-10-23T15:01:37+00:00] INFO: link[/etc/sysctl.d/90-omnibus-gitlab-kernel.shmmax.conf] created
[2016-10-23T15:01:37+00:00] INFO: file[/opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.shmall.conf] created file /opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.shmall.conf
[2016-10-23T15:01:37+00:00] INFO: file[/opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.shmall.conf] updated file contents /opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.shmall.conf
[2016-10-23T15:01:37+00:00] INFO: file[/opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.shmall.conf] sending run action to execute[load sysctl conf] (immediate)
[2016-10-23T15:01:37+00:00] INFO: execute[load sysctl conf] ran successfully
[2016-10-23T15:01:37+00:00] INFO: link[/etc/sysctl.d/90-omnibus-gitlab-kernel.shmall.conf] created
[2016-10-23T15:01:37+00:00] INFO: file[/opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.sem.conf] created file /opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.sem.conf
[2016-10-23T15:01:37+00:00] INFO: file[/opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.sem.conf] updated file contents /opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.sem.conf
[2016-10-23T15:01:37+00:00] INFO: file[/opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.sem.conf] sending run action to execute[load sysctl conf] (immediate)
[2016-10-23T15:01:37+00:00] INFO: execute[load sysctl conf] ran successfully
[2016-10-23T15:01:37+00:00] INFO: link[/etc/sysctl.d/90-omnibus-gitlab-kernel.sem.conf] created
[2016-10-23T15:01:40+00:00] INFO: execute[/opt/gitlab/embedded/bin/initdb -D /var/opt/gitlab/postgresql/data -E UTF8] ran successfully
[2016-10-23T15:01:40+00:00] INFO: template[/var/opt/gitlab/postgresql/data/postgresql.conf] backed up to /opt/gitlab/embedded/cookbooks/cache/backup/var/opt/gitlab/postgresql/data/postgresql.conf.chef-20161023150140.117164
[2016-10-23T15:01:40+00:00] INFO: template[/var/opt/gitlab/postgresql/data/postgresql.conf] updated file contents /var/opt/gitlab/postgresql/data/postgresql.conf
[2016-10-23T15:01:40+00:00] INFO: template[/var/opt/gitlab/postgresql/data/postgresql.conf] mode changed to 644
[2016-10-23T15:01:40+00:00] INFO: template[/var/opt/gitlab/postgresql/data/pg_hba.conf] backed up to /opt/gitlab/embedded/cookbooks/cache/backup/var/opt/gitlab/postgresql/data/pg_hba.conf.chef-20161023150140.124883
[2016-10-23T15:01:40+00:00] INFO: template[/var/opt/gitlab/postgresql/data/pg_hba.conf] updated file contents /var/opt/gitlab/postgresql/data/pg_hba.conf
[2016-10-23T15:01:40+00:00] INFO: template[/var/opt/gitlab/postgresql/data/pg_hba.conf] mode changed to 644
[2016-10-23T15:01:40+00:00] INFO: template[/var/opt/gitlab/postgresql/data/pg_ident.conf] backed up to /opt/gitlab/embedded/cookbooks/cache/backup/var/opt/gitlab/postgresql/data/pg_ident.conf.chef-20161023150140.131381
[2016-10-23T15:01:40+00:00] INFO: template[/var/opt/gitlab/postgresql/data/pg_ident.conf] updated file contents /var/opt/gitlab/postgresql/data/pg_ident.conf
[2016-10-23T15:01:40+00:00] INFO: template[/var/opt/gitlab/postgresql/data/pg_ident.conf] mode changed to 644
[2016-10-23T15:01:40+00:00] INFO: directory[/opt/gitlab/sv/postgresql] created directory /opt/gitlab/sv/postgresql
[2016-10-23T15:01:40+00:00] INFO: directory[/opt/gitlab/sv/postgresql] owner changed to 0
[2016-10-23T15:01:40+00:00] INFO: directory[/opt/gitlab/sv/postgresql] group changed to 0
[2016-10-23T15:01:40+00:00] INFO: directory[/opt/gitlab/sv/postgresql] mode changed to 755
[2016-10-23T15:01:40+00:00] INFO: directory[/opt/gitlab/sv/postgresql/log] created directory /opt/gitlab/sv/postgresql/log
[2016-10-23T15:01:40+00:00] INFO: directory[/opt/gitlab/sv/postgresql/log] owner changed to 0
[2016-10-23T15:01:40+00:00] INFO: directory[/opt/gitlab/sv/postgresql/log] group changed to 0
[2016-10-23T15:01:40+00:00] INFO: directory[/opt/gitlab/sv/postgresql/log] mode changed to 755
[2016-10-23T15:01:40+00:00] INFO: directory[/opt/gitlab/sv/postgresql/log/main] created directory /opt/gitlab/sv/postgresql/log/main
[2016-10-23T15:01:40+00:00] INFO: directory[/opt/gitlab/sv/postgresql/log/main] owner changed to 0
[2016-10-23T15:01:40+00:00] INFO: directory[/opt/gitlab/sv/postgresql/log/main] group changed to 0
[2016-10-23T15:01:40+00:00] INFO: directory[/opt/gitlab/sv/postgresql/log/main] mode changed to 755
[2016-10-23T15:01:40+00:00] INFO: template[/opt/gitlab/sv/postgresql/run] created file /opt/gitlab/sv/postgresql/run
[2016-10-23T15:01:40+00:00] INFO: template[/opt/gitlab/sv/postgresql/run] updated file contents /opt/gitlab/sv/postgresql/run
[2016-10-23T15:01:40+00:00] INFO: template[/opt/gitlab/sv/postgresql/run] owner changed to 0
[2016-10-23T15:01:40+00:00] INFO: template[/opt/gitlab/sv/postgresql/run] group changed to 0
[2016-10-23T15:01:40+00:00] INFO: template[/opt/gitlab/sv/postgresql/run] mode changed to 755
[2016-10-23T15:01:40+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/run] created file /opt/gitlab/sv/postgresql/log/run
[2016-10-23T15:01:40+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/run] updated file contents /opt/gitlab/sv/postgresql/log/run
[2016-10-23T15:01:40+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/run] owner changed to 0
[2016-10-23T15:01:40+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/run] group changed to 0
[2016-10-23T15:01:40+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/run] mode changed to 755
[2016-10-23T15:01:40+00:00] INFO: template[/var/log/gitlab/postgresql/config] created file /var/log/gitlab/postgresql/config
[2016-10-23T15:01:40+00:00] INFO: template[/var/log/gitlab/postgresql/config] updated file contents /var/log/gitlab/postgresql/config
[2016-10-23T15:01:40+00:00] INFO: template[/var/log/gitlab/postgresql/config] owner changed to 0
[2016-10-23T15:01:40+00:00] INFO: template[/var/log/gitlab/postgresql/config] group changed to 0
[2016-10-23T15:01:40+00:00] INFO: directory[/opt/gitlab/sv/postgresql/control] created directory /opt/gitlab/sv/postgresql/control
[2016-10-23T15:01:40+00:00] INFO: directory[/opt/gitlab/sv/postgresql/control] owner changed to 0
[2016-10-23T15:01:40+00:00] INFO: directory[/opt/gitlab/sv/postgresql/control] group changed to 0
[2016-10-23T15:01:40+00:00] INFO: directory[/opt/gitlab/sv/postgresql/control] mode changed to 755
[2016-10-23T15:01:40+00:00] INFO: template[/opt/gitlab/sv/postgresql/control/t] created file /opt/gitlab/sv/postgresql/control/t
[2016-10-23T15:01:40+00:00] INFO: template[/opt/gitlab/sv/postgresql/control/t] updated file contents /opt/gitlab/sv/postgresql/control/t
[2016-10-23T15:01:40+00:00] INFO: template[/opt/gitlab/sv/postgresql/control/t] owner changed to 0
[2016-10-23T15:01:40+00:00] INFO: template[/opt/gitlab/sv/postgresql/control/t] group changed to 0
[2016-10-23T15:01:40+00:00] INFO: template[/opt/gitlab/sv/postgresql/control/t] mode changed to 755
[2016-10-23T15:01:40+00:00] INFO: link[/opt/gitlab/init/postgresql] created
[2016-10-23T15:01:40+00:00] INFO: link[/opt/gitlab/service/postgresql] created
[2016-10-23T15:01:44+00:00] INFO: ruby_block[supervise_postgresql_sleep] called
[2016-10-23T15:01:44+00:00] INFO: execute[/opt/gitlab/bin/gitlab-ctl start postgresql] ran successfully
[2016-10-23T15:01:44+00:00] INFO: template[/opt/gitlab/etc/gitlab-psql-rc] created file /opt/gitlab/etc/gitlab-psql-rc
[2016-10-23T15:01:44+00:00] INFO: template[/opt/gitlab/etc/gitlab-psql-rc] updated file contents /opt/gitlab/etc/gitlab-psql-rc
[2016-10-23T15:01:44+00:00] INFO: template[/opt/gitlab/etc/gitlab-psql-rc] owner changed to 0
[2016-10-23T15:01:44+00:00] INFO: template[/opt/gitlab/etc/gitlab-psql-rc] group changed to 0
[2016-10-23T15:01:44+00:00] INFO: execute[create gitlab database user] ran successfully
[2016-10-23T15:01:46+00:00] INFO: execute[create gitlabhq_production database] ran successfully
[2016-10-23T15:01:46+00:00] INFO: execute[create gitlabhq_production database] sending run action to execute[initialize gitlab-rails database] (immediate)
[2016-10-23T15:01:46+00:00] INFO: execute[initialize gitlab-rails database] running why-run run action to support before action
[2016-10-23T15:01:46+00:00] INFO: execute[initialize gitlab-rails database] sending run action to execute[enable pg_trgm extension] (before)
[2016-10-23T15:01:46+00:00] INFO: execute[enable pg_trgm extension] ran successfully
[2016-10-23T15:02:17+00:00] INFO: execute[initialize gitlab-rails database] ran successfully
[2016-10-23T15:02:17+00:00] INFO: execute[create gitlab_replicator replication user] ran successfully
[2016-10-23T15:02:17+00:00] INFO: directory[/var/log/gitlab/unicorn] created directory /var/log/gitlab/unicorn
[2016-10-23T15:02:17+00:00] INFO: directory[/var/log/gitlab/unicorn] owner changed to 998
[2016-10-23T15:02:17+00:00] INFO: directory[/var/log/gitlab/unicorn] mode changed to 700
[2016-10-23T15:02:17+00:00] INFO: directory[/opt/gitlab/var/unicorn] created directory /opt/gitlab/var/unicorn
[2016-10-23T15:02:17+00:00] INFO: directory[/opt/gitlab/var/unicorn] owner changed to 998
[2016-10-23T15:02:17+00:00] INFO: directory[/opt/gitlab/var/unicorn] mode changed to 700
[2016-10-23T15:02:17+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/sockets] created directory /var/opt/gitlab/gitlab-rails/sockets
[2016-10-23T15:02:17+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/sockets] owner changed to 998
[2016-10-23T15:02:17+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/sockets] group changed to 999
[2016-10-23T15:02:17+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/sockets] mode changed to 750
[2016-10-23T15:02:17+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/unicorn.rb] created file /var/opt/gitlab/gitlab-rails/etc/unicorn.rb
[2016-10-23T15:02:17+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/unicorn.rb] updated file contents /var/opt/gitlab/gitlab-rails/etc/unicorn.rb
[2016-10-23T15:02:17+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/unicorn.rb] owner changed to 0
[2016-10-23T15:02:17+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/unicorn.rb] group changed to 0
[2016-10-23T15:02:17+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/unicorn.rb] mode changed to 644
[2016-10-23T15:02:17+00:00] INFO: directory[/opt/gitlab/sv/unicorn] created directory /opt/gitlab/sv/unicorn
[2016-10-23T15:02:17+00:00] INFO: directory[/opt/gitlab/sv/unicorn] owner changed to 0
[2016-10-23T15:02:17+00:00] INFO: directory[/opt/gitlab/sv/unicorn] group changed to 0
[2016-10-23T15:02:17+00:00] INFO: directory[/opt/gitlab/sv/unicorn] mode changed to 755
[2016-10-23T15:02:17+00:00] INFO: directory[/opt/gitlab/sv/unicorn/log] created directory /opt/gitlab/sv/unicorn/log
[2016-10-23T15:02:17+00:00] INFO: directory[/opt/gitlab/sv/unicorn/log] owner changed to 0
[2016-10-23T15:02:17+00:00] INFO: directory[/opt/gitlab/sv/unicorn/log] group changed to 0
[2016-10-23T15:02:17+00:00] INFO: directory[/opt/gitlab/sv/unicorn/log] mode changed to 755
[2016-10-23T15:02:17+00:00] INFO: directory[/opt/gitlab/sv/unicorn/log/main] created directory /opt/gitlab/sv/unicorn/log/main
[2016-10-23T15:02:17+00:00] INFO: directory[/opt/gitlab/sv/unicorn/log/main] owner changed to 0
[2016-10-23T15:02:17+00:00] INFO: directory[/opt/gitlab/sv/unicorn/log/main] group changed to 0
[2016-10-23T15:02:17+00:00] INFO: directory[/opt/gitlab/sv/unicorn/log/main] mode changed to 755
[2016-10-23T15:02:17+00:00] INFO: template[/opt/gitlab/sv/unicorn/run] created file /opt/gitlab/sv/unicorn/run
[2016-10-23T15:02:17+00:00] INFO: template[/opt/gitlab/sv/unicorn/run] updated file contents /opt/gitlab/sv/unicorn/run
[2016-10-23T15:02:17+00:00] INFO: template[/opt/gitlab/sv/unicorn/run] owner changed to 0
[2016-10-23T15:02:17+00:00] INFO: template[/opt/gitlab/sv/unicorn/run] group changed to 0
[2016-10-23T15:02:17+00:00] INFO: template[/opt/gitlab/sv/unicorn/run] mode changed to 755
[2016-10-23T15:02:17+00:00] INFO: template[/opt/gitlab/sv/unicorn/log/run] created file /opt/gitlab/sv/unicorn/log/run
[2016-10-23T15:02:17+00:00] INFO: template[/opt/gitlab/sv/unicorn/log/run] updated file contents /opt/gitlab/sv/unicorn/log/run
[2016-10-23T15:02:17+00:00] INFO: template[/opt/gitlab/sv/unicorn/log/run] owner changed to 0
[2016-10-23T15:02:17+00:00] INFO: template[/opt/gitlab/sv/unicorn/log/run] group changed to 0
[2016-10-23T15:02:17+00:00] INFO: template[/opt/gitlab/sv/unicorn/log/run] mode changed to 755
[2016-10-23T15:02:17+00:00] INFO: template[/var/log/gitlab/unicorn/config] created file /var/log/gitlab/unicorn/config
[2016-10-23T15:02:17+00:00] INFO: template[/var/log/gitlab/unicorn/config] updated file contents /var/log/gitlab/unicorn/config
[2016-10-23T15:02:17+00:00] INFO: template[/var/log/gitlab/unicorn/config] owner changed to 0
[2016-10-23T15:02:17+00:00] INFO: template[/var/log/gitlab/unicorn/config] group changed to 0
[2016-10-23T15:02:17+00:00] INFO: directory[/opt/gitlab/sv/unicorn/control] created directory /opt/gitlab/sv/unicorn/control
[2016-10-23T15:02:17+00:00] INFO: directory[/opt/gitlab/sv/unicorn/control] owner changed to 0
[2016-10-23T15:02:17+00:00] INFO: directory[/opt/gitlab/sv/unicorn/control] group changed to 0
[2016-10-23T15:02:17+00:00] INFO: directory[/opt/gitlab/sv/unicorn/control] mode changed to 755
[2016-10-23T15:02:17+00:00] INFO: template[/opt/gitlab/sv/unicorn/control/t] created file /opt/gitlab/sv/unicorn/control/t
[2016-10-23T15:02:17+00:00] INFO: template[/opt/gitlab/sv/unicorn/control/t] updated file contents /opt/gitlab/sv/unicorn/control/t
[2016-10-23T15:02:17+00:00] INFO: template[/opt/gitlab/sv/unicorn/control/t] owner changed to 0
[2016-10-23T15:02:17+00:00] INFO: template[/opt/gitlab/sv/unicorn/control/t] group changed to 0
[2016-10-23T15:02:17+00:00] INFO: template[/opt/gitlab/sv/unicorn/control/t] mode changed to 755
[2016-10-23T15:02:17+00:00] INFO: link[/opt/gitlab/init/unicorn] created
[2016-10-23T15:02:17+00:00] INFO: link[/opt/gitlab/service/unicorn] created
[2016-10-23T15:02:20+00:00] INFO: ruby_block[supervise_unicorn_sleep] called
[2016-10-23T15:02:20+00:00] INFO: execute[/opt/gitlab/bin/gitlab-ctl start unicorn] ran successfully
[2016-10-23T15:02:20+00:00] INFO: file[/opt/gitlab/embedded/etc/90-omnibus-gitlab-net.core.somaxconn.conf] created file /opt/gitlab/embedded/etc/90-omnibus-gitlab-net.core.somaxconn.conf
[2016-10-23T15:02:20+00:00] INFO: file[/opt/gitlab/embedded/etc/90-omnibus-gitlab-net.core.somaxconn.conf] updated file contents /opt/gitlab/embedded/etc/90-omnibus-gitlab-net.core.somaxconn.conf
[2016-10-23T15:02:20+00:00] INFO: file[/opt/gitlab/embedded/etc/90-omnibus-gitlab-net.core.somaxconn.conf] sending run action to execute[load sysctl conf] (immediate)
[2016-10-23T15:02:20+00:00] INFO: execute[load sysctl conf] ran successfully
[2016-10-23T15:02:20+00:00] INFO: link[/etc/sysctl.d/90-omnibus-gitlab-net.core.somaxconn.conf] created
[2016-10-23T15:02:20+00:00] INFO: directory[/var/log/gitlab/sidekiq] created directory /var/log/gitlab/sidekiq
[2016-10-23T15:02:20+00:00] INFO: directory[/var/log/gitlab/sidekiq] owner changed to 998
[2016-10-23T15:02:20+00:00] INFO: directory[/var/log/gitlab/sidekiq] mode changed to 700
[2016-10-23T15:02:20+00:00] INFO: directory[/opt/gitlab/sv/sidekiq] created directory /opt/gitlab/sv/sidekiq
[2016-10-23T15:02:20+00:00] INFO: directory[/opt/gitlab/sv/sidekiq] owner changed to 0
[2016-10-23T15:02:20+00:00] INFO: directory[/opt/gitlab/sv/sidekiq] group changed to 0
[2016-10-23T15:02:20+00:00] INFO: directory[/opt/gitlab/sv/sidekiq] mode changed to 755
[2016-10-23T15:02:20+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/log] created directory /opt/gitlab/sv/sidekiq/log
[2016-10-23T15:02:20+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/log] owner changed to 0
[2016-10-23T15:02:20+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/log] group changed to 0
[2016-10-23T15:02:20+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/log] mode changed to 755
[2016-10-23T15:02:20+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/log/main] created directory /opt/gitlab/sv/sidekiq/log/main
[2016-10-23T15:02:20+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/log/main] owner changed to 0
[2016-10-23T15:02:20+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/log/main] group changed to 0
[2016-10-23T15:02:20+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/log/main] mode changed to 755
[2016-10-23T15:02:20+00:00] INFO: template[/opt/gitlab/sv/sidekiq/run] created file /opt/gitlab/sv/sidekiq/run
[2016-10-23T15:02:20+00:00] INFO: template[/opt/gitlab/sv/sidekiq/run] updated file contents /opt/gitlab/sv/sidekiq/run
[2016-10-23T15:02:20+00:00] INFO: template[/opt/gitlab/sv/sidekiq/run] owner changed to 0
[2016-10-23T15:02:20+00:00] INFO: template[/opt/gitlab/sv/sidekiq/run] group changed to 0
[2016-10-23T15:02:20+00:00] INFO: template[/opt/gitlab/sv/sidekiq/run] mode changed to 755
[2016-10-23T15:02:20+00:00] INFO: template[/opt/gitlab/sv/sidekiq/log/run] created file /opt/gitlab/sv/sidekiq/log/run
[2016-10-23T15:02:20+00:00] INFO: template[/opt/gitlab/sv/sidekiq/log/run] updated file contents /opt/gitlab/sv/sidekiq/log/run
[2016-10-23T15:02:20+00:00] INFO: template[/opt/gitlab/sv/sidekiq/log/run] owner changed to 0
[2016-10-23T15:02:20+00:00] INFO: template[/opt/gitlab/sv/sidekiq/log/run] group changed to 0
[2016-10-23T15:02:20+00:00] INFO: template[/opt/gitlab/sv/sidekiq/log/run] mode changed to 755
[2016-10-23T15:02:20+00:00] INFO: template[/var/log/gitlab/sidekiq/config] created file /var/log/gitlab/sidekiq/config
[2016-10-23T15:02:20+00:00] INFO: template[/var/log/gitlab/sidekiq/config] updated file contents /var/log/gitlab/sidekiq/config
[2016-10-23T15:02:20+00:00] INFO: template[/var/log/gitlab/sidekiq/config] owner changed to 0
[2016-10-23T15:02:20+00:00] INFO: template[/var/log/gitlab/sidekiq/config] group changed to 0
[2016-10-23T15:02:20+00:00] INFO: link[/opt/gitlab/init/sidekiq] created
[2016-10-23T15:02:20+00:00] INFO: link[/opt/gitlab/service/sidekiq] created
[2016-10-23T15:02:22+00:00] INFO: ruby_block[supervise_sidekiq_sleep] called
[2016-10-23T15:02:22+00:00] INFO: execute[/opt/gitlab/bin/gitlab-ctl start sidekiq] ran successfully
[2016-10-23T15:02:22+00:00] INFO: directory[/var/opt/gitlab/gitlab-workhorse] created directory /var/opt/gitlab/gitlab-workhorse
[2016-10-23T15:02:22+00:00] INFO: directory[/var/opt/gitlab/gitlab-workhorse] owner changed to 998
[2016-10-23T15:02:22+00:00] INFO: directory[/var/opt/gitlab/gitlab-workhorse] group changed to 999
[2016-10-23T15:02:22+00:00] INFO: directory[/var/opt/gitlab/gitlab-workhorse] mode changed to 750
[2016-10-23T15:02:22+00:00] INFO: directory[/var/log/gitlab/gitlab-workhorse] created directory /var/log/gitlab/gitlab-workhorse
[2016-10-23T15:02:22+00:00] INFO: directory[/var/log/gitlab/gitlab-workhorse] owner changed to 998
[2016-10-23T15:02:22+00:00] INFO: directory[/var/log/gitlab/gitlab-workhorse] mode changed to 700
[2016-10-23T15:02:22+00:00] INFO: directory[/opt/gitlab/etc/gitlab-workhorse] created directory /opt/gitlab/etc/gitlab-workhorse
[2016-10-23T15:02:22+00:00] INFO: directory[/opt/gitlab/etc/gitlab-workhorse] owner changed to 998
[2016-10-23T15:02:22+00:00] INFO: directory[/opt/gitlab/etc/gitlab-workhorse] mode changed to 700
[2016-10-23T15:02:22+00:00] INFO: directory[/opt/gitlab/etc/gitlab-workhorse/env] created directory /opt/gitlab/etc/gitlab-workhorse/env
[2016-10-23T15:02:22+00:00] INFO: file[/opt/gitlab/etc/gitlab-workhorse/env/PATH] created file /opt/gitlab/etc/gitlab-workhorse/env/PATH
[2016-10-23T15:02:22+00:00] INFO: file[/opt/gitlab/etc/gitlab-workhorse/env/PATH] updated file contents /opt/gitlab/etc/gitlab-workhorse/env/PATH
[2016-10-23T15:02:22+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse] created directory /opt/gitlab/sv/gitlab-workhorse
[2016-10-23T15:02:22+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse] owner changed to 0
[2016-10-23T15:02:22+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse] group changed to 0
[2016-10-23T15:02:22+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse] mode changed to 755
[2016-10-23T15:02:22+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/log] created directory /opt/gitlab/sv/gitlab-workhorse/log
[2016-10-23T15:02:22+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/log] owner changed to 0
[2016-10-23T15:02:22+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/log] group changed to 0
[2016-10-23T15:02:22+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/log] mode changed to 755
